userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
test779,pass779,GA,Providence High School,Charlotte,NC,1.15,2023,Fashion/Apparel Design,Chemistry,440,320,33,28,27,33,30,710,270,630,220,620,700,670,570,250,0
test780,pass780,OR,Providence High School,Charlotte,NC,2.24,2022,Anthropology,Film/Cinema/Video Studies,300,330,28,25,32,12,24,220,640,200,650,300,510,510,430,580,8
test781,pass781,UT,Radnor Senior High School,Radnor,PA,2.95,2021,Physics,Astronomy,770,410,18,8,18,15,15,240,800,510,440,630,420,280,730,680,1
test782,pass782,WV,Radnor Senior High School,Radnor,PA,1.85,2026,Fashion/Apparel Design,Sculpture,520,350,12,16,19,11,14,670,610,690,700,540,390,780,590,360,8
test783,pass783,CT,Radnor Senior High School,Radnor,PA,1.52,2024,Linguistics,African-American/Black Studies,320,470,20,28,13,7,17,200,710,600,760,430,260,540,250,800,9
test784,pass784,AK,Radnor Senior High School,Radnor,PA,3.43,2024,Bioengineering and Biomedical Engineering,African-American/Black Studies,550,450,15,29,12,7,16,280,750,600,580,210,760,270,750,530,5
test785,pass785,MT,Radnor Senior High School,Radnor,PA,1.84,2020,Art Teacher Education,African-American/Black Studies,270,440,1,27,11,17,14,430,600,730,380,750,470,750,290,430,8
test786,pass786,LA,Radnor Senior High School,Radnor,PA,1.85,2022,Ceramic Arts and Ceramics,Creative Writing,730,640,12,25,19,8,16,390,620,510,740,680,450,230,320,470,2
test787,pass787,MO,Radnor Senior High School,Radnor,PA,0.95,2021,Comparative Literature,African-American/Black Studies,550,410,2,11,13,3,7,520,350,690,370,600,540,610,480,570,4
test788,pass788,AK,Radnor Senior High School,Radnor,PA,0.85,2023,Biology/Biological Sciences,Intermedia/Multimedia,430,680,3,4,9,23,10,400,540,490,680,210,260,770,420,490,9
test789,pass789,CA,Radnor Senior High School,Radnor,PA,2.74,2023,Mathematics,Civil Engineering,280,290,35,33,8,20,24,380,660,400,800,430,600,290,260,590,3
test790,pass790,NH,Radnor Senior High School,Radnor,PA,0.25,2023,Physics,Electrical and Electronics Engineering,620,770,15,8,25,11,15,740,800,640,290,580,280,730,290,640,1
test791,pass791,AR,Reedy High School,Frisco,TX,3.59,2027,Visual and Performing Arts,Polysomnography,200,670,14,11,27,35,22,270,330,800,600,360,260,220,410,220,9
test792,pass792,OH,Reedy High School,Frisco,TX,0.91,2025,Fine Arts and Art Studies,Fashion/Apparel Design,360,420,32,20,5,6,16,600,290,420,430,270,340,370,600,650,9
test793,pass793,SD,Reedy High School,Frisco,TX,2.47,2022,Engineering,Art Teacher Education,610,770,6,1,9,35,13,800,390,410,770,260,780,340,240,200,4
test794,pass794,OR,Reedy High School,Frisco,TX,2.91,2025,Film/Video and Photographic Arts,Drawing,720,420,15,26,34,3,20,600,450,630,500,290,320,500,510,650,10
test795,pass795,CT,Reedy High School,Frisco,TX,3.44,2028,Cinematography and Film/Video Production,Health Services/Allied Health/Health Sciences,420,680,27,23,5,16,18,240,650,420,410,750,630,280,560,280,8
test796,pass796,VT,Reedy High School,Frisco,TX,3.95,2023,Clinical Laboratory Science/Medical Technology/Technologist,Illustration,510,310,36,4,15,6,15,520,710,580,490,590,450,440,370,520,9
test797,pass797,NC,Reedy High School,Frisco,TX,3.74,2022,Comparative Literature,Asian Studies/Civilization,320,620,22,20,3,33,20,620,680,310,700,290,400,540,320,660,8
test798,pass798,OR,Reedy High School,Frisco,TX,3.74,2023,Metal and Jewelry Arts,Linguistics,680,350,13,3,31,26,18,390,780,340,700,620,450,310,690,220,8
test799,pass799,CT,Reedy High School,Frisco,TX,0.45,2023,Music,African-American/Black Studies,240,440,34,14,35,28,28,730,500,420,510,750,420,550,500,600,9
test800,pass800,SC,Reedy High School,Frisco,TX,2.48,2024,Astronomy,Art Teacher Education,450,280,14,6,11,32,16,440,430,280,400,450,250,410,260,250,2
test801,pass801,NC,Richard Montgomery High School,Rockville,MD,2.94,2028,Health Services/Allied Health/Health Sciences,Marine Biology and Biological Oceanography,620,550,1,20,33,25,20,740,380,570,360,330,660,780,420,700,10
test802,pass802,SC,Richard Montgomery High School,Rockville,MD,3.53,2028,Economics,Human Computer Interaction,290,390,16,18,1,30,16,570,210,750,540,200,510,520,730,600,8
test803,pass803,NV,Richard Montgomery High School,Rockville,MD,1.3,2021,Printmaking,Physical Sciences,750,530,3,27,33,15,20,430,380,440,490,730,230,220,200,410,9
test804,pass804,TN,Richard Montgomery High School,Rockville,MD,0.03,2026,Information Science/Studies,English Language and Literature,700,630,28,3,3,18,13,450,410,220,250,300,330,520,380,570,5
test805,pass805,UT,Richard Montgomery High School,Rockville,MD,3.91,2026,Business Administration and Management,Mechanical Engineering,730,710,24,15,4,8,13,770,550,600,300,460,210,490,310,510,6
test806,pass806,WY,Richard Montgomery High School,Rockville,MD,2.35,2022,Music,Graphic Communications,770,800,31,26,36,24,29,620,680,240,710,590,400,340,400,760,6
test807,pass807,DE,Richard Montgomery High School,Rockville,MD,3.46,2024,Design and Visual Communications,Social Work,710,490,33,10,23,6,18,440,560,500,760,480,760,720,440,390,9
test808,pass808,MO,Richard Montgomery High School,Rockville,MD,0.42,2025,Metal and Jewelry Arts,Chemistry,360,700,18,15,6,7,12,510,710,310,590,500,570,290,200,490,8
test809,pass809,ID,Richard Montgomery High School,Rockville,MD,2.46,2028,Visual and Performing Arts,Ceramic Arts and Ceramics,310,760,2,12,8,12,8,440,250,700,370,460,470,710,790,610,1
test810,pass810,KY,Richard Montgomery High School,Rockville,MD,2.15,2022,Marine Biology and Biological Oceanography,Mechanical Engineering,640,730,25,29,32,15,25,340,510,760,780,720,260,510,610,690,9
test811,pass811,NC,Richland High School,North Richland Hills,TX,3.38,2021,English Language and Literature,Social Work,650,780,33,8,11,8,15,240,800,260,220,290,300,770,630,440,9
test812,pass812,ME,Richland High School,North Richland Hills,TX,1.91,2026,Mechanical Engineering,Human Computer Interaction,590,500,3,11,32,24,18,320,430,280,600,210,710,570,520,760,9
test813,pass813,AL,Richland High School,North Richland Hills,TX,3.31,2023,Visual and Performing Arts,Astronomy,250,450,22,18,34,1,19,760,620,560,370,590,590,460,340,360,5
test814,pass814,WY,Richland High School,North Richland Hills,TX,2.84,2028,Graphic Design,Journalism,560,550,22,18,27,19,22,240,680,410,710,770,560,460,410,610,9
test815,pass815,WI,Richland High School,North Richland Hills,TX,2.83,2022,Engineering,Digital Communication and Media/Multimedia,330,530,18,30,33,36,29,410,290,600,560,480,480,290,410,790,7
test816,pass816,OK,Richland High School,North Richland Hills,TX,3.52,2022,Religion/Religious Studies,Human Computer Interaction,610,480,19,4,4,34,15,530,510,710,470,710,750,370,310,780,7
test817,pass817,WA,Richland High School,North Richland Hills,TX,1.07,2025,Philosophy,Business Administration and Management,590,280,13,9,17,16,14,800,490,370,760,400,550,440,340,350,5
test818,pass818,OK,Richland High School,North Richland Hills,TX,3.21,2025,Drawing,Biochemistry,780,770,10,18,15,5,12,300,690,560,660,470,270,220,550,440,5
test819,pass819,SD,Richland High School,North Richland Hills,TX,3.76,2026,Fine Arts and Art Studies,Photography,260,520,20,24,25,13,20,760,650,640,750,620,570,480,350,260,7
test820,pass820,AZ,Richland High School,North Richland Hills,TX,2.32,2025,Biology/Biological Sciences,Information Science/Studies,670,320,14,26,8,17,16,400,780,420,710,520,540,280,560,800,10
test821,pass821,MI,Ridgewood High School,Ridgewood,NJ,2.04,2023,Creative Writing,Comparative Literature,470,530,18,7,28,11,16,610,750,520,360,570,340,420,590,280,7
test822,pass822,KY,Ridgewood High School,Ridgewood,NJ,0.72,2027,Photography,Atmospheric Sciences and Meteorology,540,700,8,20,15,31,18,450,480,480,590,800,380,720,650,660,4
test823,pass823,ME,Ridgewood High School,Ridgewood,NJ,3.24,2024,American/United States Studies/Civilization,Sculpture,520,720,34,20,3,32,22,440,580,580,210,290,660,230,210,670,5
test824,pass824,MA,Ridgewood High School,Ridgewood,NJ,3.98,2022,Information Science/Studies,Metal and Jewelry Arts,530,370,4,35,2,7,12,220,760,450,660,760,560,650,540,550,2
test825,pass825,WI,Ridgewood High School,Ridgewood,NJ,3.9,2027,Art/Art Studies,Linguistics,490,500,5,5,28,29,17,450,430,440,500,460,320,240,770,780,1
test826,pass826,AR,Ridgewood High School,Ridgewood,NJ,2.9,2022,Marine Biology and Biological Oceanography,Political Science and Government,450,580,18,9,8,34,17,510,730,260,470,320,470,500,300,610,4
test827,pass827,WA,Ridgewood High School,Ridgewood,NJ,0.78,2028,Computer and Information Sciences,African-American/Black Studies,650,570,24,10,36,2,18,680,750,370,320,650,540,490,250,300,4
test828,pass828,RI,Ridgewood High School,Ridgewood,NJ,1.23,2022,Mechanical Engineering,Art/Art Studies,250,420,17,15,11,8,13,490,630,550,400,550,780,660,270,300,7
test829,pass829,NC,Ridgewood High School,Ridgewood,NJ,0.37,2026,Applied Mathematics,Graphic Communications,710,660,36,13,3,8,15,470,780,490,650,680,340,340,390,580,9
test830,pass830,CO,Ridgewood High School,Ridgewood,NJ,2.05,2024,European Studies/Civilization,Psychology,670,730,3,9,31,3,12,670,300,760,340,520,440,370,650,560,7
test831,pass831,MO,Riverside STEM Academy,Riverside,CA,1.59,2027,Printmaking,Astronomy,600,200,5,14,18,1,10,730,610,630,440,360,210,450,530,790,9
test832,pass832,GA,Riverside STEM Academy,Riverside,CA,3.12,2026,Art Teacher Education,Psychology,270,570,23,34,28,17,26,780,380,550,400,800,520,590,430,770,3
test833,pass833,WY,Riverside STEM Academy,Riverside,CA,3.67,2024,Clinical Laboratory Science/Medical Technology/Technologist,Art/Art Studies,660,620,16,4,27,9,14,550,490,760,270,410,380,760,460,260,6
test834,pass834,NV,Riverside STEM Academy,Riverside,CA,1.99,2022,Social Work,Film/Video and Photographic Arts,800,800,9,15,28,35,22,350,340,360,380,740,250,610,490,680,7
test835,pass835,MS,Riverside STEM Academy,Riverside,CA,3.89,2026,Religion/Religious Studies,American/United States Studies/Civilization,730,560,18,3,2,24,12,320,480,510,700,200,700,650,540,480,5
test836,pass836,AZ,Riverside STEM Academy,Riverside,CA,0.29,2020,Music,Asian Studies/Civilization,530,240,14,11,1,15,10,550,210,420,310,560,450,720,600,260,7
test837,pass837,TN,Riverside STEM Academy,Riverside,CA,2.62,2026,Ecology,Registered Nursing/Registered Nurse,580,520,9,2,29,25,16,580,680,380,290,740,240,510,580,570,9
test838,pass838,PA,Riverside STEM Academy,Riverside,CA,0.06,2021,Physical Sciences,Health Services/Allied Health/Health Sciences,770,700,28,2,32,16,20,550,570,480,270,200,800,410,640,430,5
test839,pass839,ME,Riverside STEM Academy,Riverside,CA,1.67,2027,Geology/Earth Science,Printmaking,480,610,19,4,24,4,13,350,330,720,550,560,520,630,430,200,8
test840,pass840,VT,Riverside STEM Academy,Riverside,CA,0.88,2022,Geology/Earth Science,Painting,640,750,16,21,11,31,20,510,480,490,390,580,440,590,700,270,7
test841,pass841,MS,Santa Monica High School,Santa Monica,CA,0.69,2021,European Studies/Civilization,American/United States Studies/Civilization,430,430,12,20,12,18,16,610,570,800,580,790,700,720,680,410,1
test842,pass842,OK,Santa Monica High School,Santa Monica,CA,3.4,2023,Fine Arts and Art Studies,Art/Art Studies,420,200,22,11,14,18,16,440,500,550,260,720,470,460,390,290,1
test843,pass843,CO,Santa Monica High School,Santa Monica,CA,3.49,2028,Comparative Literature,Women&apos;s Studies,430,610,10,4,27,4,11,270,420,430,490,270,300,550,770,760,4
test844,pass844,RI,Santa Monica High School,Santa Monica,CA,1.46,2020,Graphic Communications,Ceramic Arts and Ceramics,370,540,29,7,17,33,22,630,780,640,780,290,310,370,750,750,3
test845,pass845,AK,Santa Monica High School,Santa Monica,CA,0.17,2021,Music,Athletic Training/Trainer,690,490,36,20,17,10,21,650,430,220,550,440,500,800,610,770,5
test846,pass846,GA,Santa Monica High School,Santa Monica,CA,0.23,2022,German Language and Literature,Fine/Studio Arts,790,620,23,11,10,13,14,250,620,510,300,460,260,570,230,440,8
test847,pass847,IL,Santa Monica High School,Santa Monica,CA,2.65,2023,Business Administration and Management,European Studies/Civilization,570,280,35,10,15,1,15,560,520,550,250,550,450,220,290,280,6
test848,pass848,KY,Santa Monica High School,Santa Monica,CA,0.96,2024,Photography,Mechanical Engineering,270,570,21,34,4,33,23,360,290,210,800,660,480,250,510,500,10
test849,pass849,MS,Santa Monica High School,Santa Monica,CA,2.6,2021,Mechanical Engineering,Fine/Studio Arts,210,720,29,14,14,14,18,710,680,450,370,630,210,790,270,570,0
test850,pass850,IA,Santa Monica High School,Santa Monica,CA,2.95,2025,Respiratory Care Therapy/Therapist,Asian Studies/Civilization,790,260,1,32,14,27,18,450,620,690,680,630,410,570,580,540,7
test851,pass851,MD,South Pointe High School,Rock Hill,SC,3.1,2025,Political Science and Government,Human Computer Interaction,800,330,16,10,33,28,22,490,210,340,230,720,450,450,280,420,4
test852,pass852,GA,South Pointe High School,Rock Hill,SC,2.42,2023,Mechanical Engineering,Music,390,680,32,24,28,1,21,460,680,380,570,800,640,760,200,610,4
test853,pass853,NV,South Pointe High School,Rock Hill,SC,3.6,2028,Interior Architecture,Film/Cinema/Video Studies,240,500,5,12,34,25,19,290,370,720,800,770,370,470,480,490,8
test854,pass854,MA,South Pointe High School,Rock Hill,SC,2,2022,Anthropology,Computer Graphics,610,530,10,4,35,5,14,700,460,760,490,210,520,520,290,630,9
test855,pass855,SD,South Pointe High School,Rock Hill,SC,1.05,2028,Design and Visual Communications,Political Science and Government,430,260,7,22,17,1,12,700,430,280,350,660,340,230,720,480,2
test856,pass856,KY,South Pointe High School,Rock Hill,SC,1.31,2027,Political Science and Government,Drawing,640,350,28,5,9,6,12,510,250,380,680,770,550,790,540,270,0
test857,pass857,WV,South Pointe High School,Rock Hill,SC,3.95,2020,Comparative Literature,Sculpture,340,800,33,12,12,19,19,440,740,540,610,700,430,280,800,290,10
test858,pass858,VT,South Pointe High School,Rock Hill,SC,0.24,2022,Music,Printmaking,560,650,36,28,4,21,22,540,380,350,500,280,210,440,390,600,8
test859,pass859,ND,South Pointe High School,Rock Hill,SC,3.1,2026,Sculpture,Photography,600,780,28,14,13,30,21,470,740,370,790,440,680,260,290,260,9
test860,pass860,WY,South Pointe High School,Rock Hill,SC,3.65,2025,Design and Visual Communications,German Language and Literature,390,470,13,21,16,20,18,530,690,200,540,460,390,260,210,250,5
test861,pass861,VT,South Side High School,Rockville Centre,NY,1.78,2021,Mathematics,Art/Art Studies,390,210,24,29,19,20,23,740,690,470,740,370,590,360,200,540,9
test862,pass862,NV,South Side High School,Rockville Centre,NY,0.56,2024,Film/Video and Photographic Arts,Chemistry,300,520,5,2,29,33,17,540,460,800,270,400,730,600,540,210,3
test863,pass863,AZ,South Side High School,Rockville Centre,NY,3.11,2024,Psychology,Italian Language and Literature,690,430,14,24,25,1,16,770,490,580,420,490,270,560,280,670,1
test864,pass864,MO,South Side High School,Rockville Centre,NY,0.59,2024,Psychology,Clinical Laboratory Science/Medical Technology/Technologist,290,300,16,21,25,27,22,380,410,510,290,580,230,310,280,450,0
test865,pass865,ID,South Side High School,Rockville Centre,NY,1.81,2028,Environmental Design/Architecture,Political Science and Government,420,710,25,11,18,33,22,610,340,580,210,370,750,370,760,550,5
test866,pass866,NV,South Side High School,Rockville Centre,NY,2.19,2028,Printmaking,Religion/Religious Studies,250,210,31,20,4,28,21,400,520,580,760,340,600,610,420,720,8
test867,pass867,OH,South Side High School,Rockville Centre,NY,1.45,2028,Women&apos;s Studies,Mathematics,570,800,31,4,30,13,20,690,320,240,710,570,340,330,520,730,4
test868,pass868,DE,South Side High School,Rockville Centre,NY,0.03,2026,Clinical Laboratory Science/Medical Technology/Technologist,Electrical and Electronics Engineering,540,320,8,2,29,12,13,480,200,570,600,300,760,610,650,750,0
test869,pass869,MS,South Side High School,Rockville Centre,NY,0.75,2021,Ecology,Chemistry,500,550,6,27,14,19,16,690,320,590,440,270,400,620,200,780,1
test870,pass870,IN,South Side High School,Rockville Centre,NY,1.78,2025,Italian Language and Literature,Biological and Physical Sciences,540,650,35,10,25,33,26,530,360,320,780,670,250,750,470,690,7
test871,pass871,AK,Staten Island Technical High School,Staten Island,NY,1.94,2021,Biochemistry,Environmental Design/Architecture,530,730,26,20,1,9,14,410,270,770,400,680,250,640,490,530,9
test872,pass872,WV,Staten Island Technical High School,Staten Island,NY,1.63,2023,Spanish Language and Literature,Chemistry,590,290,20,27,14,20,20,710,490,460,650,260,290,750,780,560,8
test873,pass873,ID,Staten Island Technical High School,Staten Island,NY,3.3,2024,Painting,German Language and Literature,210,290,30,28,19,2,20,490,580,540,510,530,770,470,570,800,9
test874,pass874,AK,Staten Island Technical High School,Staten Island,NY,2.87,2026,Comparative Literature,Religion/Religious Studies,610,630,30,22,9,27,22,770,480,530,220,780,200,520,350,490,3
test875,pass875,DE,Staten Island Technical High School,Staten Island,NY,2.1,2026,Clinical Laboratory Science/Medical Technology/Technologist,Psychology,490,600,10,31,36,12,22,430,620,210,570,780,570,570,340,670,3
test876,pass876,UT,Staten Island Technical High School,Staten Island,NY,1.23,2023,Polysomnography,Art Teacher Education,300,330,30,27,10,11,20,720,540,290,250,750,410,330,630,440,1
test877,pass877,IN,Staten Island Technical High School,Staten Island,NY,3.32,2027,Physics,Graphic Design,700,480,34,23,27,21,26,210,360,630,220,250,220,800,390,610,6
test878,pass878,ND,Staten Island Technical High School,Staten Island,NY,0.55,2025,French Language and Literature,Painting,310,370,12,32,19,24,22,500,450,270,570,230,450,430,660,490,9
test879,pass879,WA,Staten Island Technical High School,Staten Island,NY,2.15,2024,Physics,Film/Cinema/Video Studies,720,290,16,6,23,9,14,700,780,440,710,420,570,300,760,200,9
test880,pass880,CA,Staten Island Technical High School,Staten Island,NY,1.89,2027,Mathematics,Registered Nursing/Registered Nurse,500,650,7,4,17,27,14,360,700,250,710,330,440,460,690,450,3
test881,pass881,NE,Sterling High School,Somerdale,NJ,1.45,2022,Painting,Mechanical Engineering,470,520,22,12,20,11,16,760,470,800,370,430,780,310,580,490,6
test882,pass882,ID,Sterling High School,Somerdale,NJ,3.65,2021,Computer and Information Sciences,Visual and Performing Arts,390,740,17,12,4,23,14,670,470,620,480,800,430,500,420,700,9
test883,pass883,LA,Sterling High School,Somerdale,NJ,1.79,2025,Ecology,Film/Video and Photographic Arts,300,440,22,18,6,5,13,500,240,660,720,490,660,780,720,590,7
test884,pass884,SD,Sterling High School,Somerdale,NJ,1.67,2022,Social Work,Design and Visual Communications,320,300,33,19,9,35,24,730,390,800,420,610,500,740,670,620,8
test885,pass885,MS,Sterling High School,Somerdale,NJ,1.24,2027,Design and Applied Arts,Comparative Literature,760,650,35,26,11,13,21,450,310,610,600,480,360,520,560,450,3
test886,pass886,NH,Sterling High School,Somerdale,NJ,3.32,2022,Atmospheric Sciences and Meteorology,Human Computer Interaction,250,800,16,35,36,5,23,580,570,210,780,220,300,510,410,560,3
test887,pass887,NV,Sterling High School,Somerdale,NJ,0.89,2027,Visual and Performing Arts,Biology/Biological Sciences,320,660,2,19,28,17,16,540,540,340,770,540,370,280,300,340,0
test888,pass888,ND,Sterling High School,Somerdale,NJ,2.08,2028,Cinematography and Film/Video Production,Intermedia/Multimedia,300,630,15,14,17,24,18,580,380,390,740,420,600,430,490,700,5
test889,pass889,NC,Sterling High School,Somerdale,NJ,0.58,2028,Ecology,Journalism,470,490,23,13,21,18,19,210,610,760,410,430,650,350,250,750,7
test890,pass890,IL,Sterling High School,Somerdale,NJ,0.22,2026,Respiratory Care Therapy/Therapist,Chemical and Biomolecular Engineering,720,440,11,25,14,2,13,430,510,400,250,230,740,650,400,210,0
test891,pass891,OH,Stone Bridge High School,Ashburn,VA,1.29,2021,Bioengineering and Biomedical Engineering,Computer Graphics,580,640,11,35,1,22,17,800,510,360,590,290,480,200,520,230,5
test892,pass892,KY,Stone Bridge High School,Ashburn,VA,3.59,2024,Drama and Dramatics/Theatre Arts,Respiratory Care Therapy/Therapist,300,740,36,32,11,22,25,230,790,580,780,230,370,610,370,650,9
test893,pass893,RI,Stone Bridge High School,Ashburn,VA,1.44,2021,Film/Cinema/Video Studies,Multi-/Interdisciplinary Studies,740,640,36,20,5,11,18,680,400,570,260,730,530,680,690,720,9
test894,pass894,MT,Stone Bridge High School,Ashburn,VA,2.68,2026,Film/Cinema/Video Studies,Music,450,230,15,32,7,4,14,580,620,200,470,270,330,560,230,480,3
test895,pass895,KS,Stone Bridge High School,Ashburn,VA,0.15,2022,Linguistics,Fine/Studio Arts,270,580,1,20,36,28,21,650,670,390,330,240,520,630,510,660,2
test896,pass896,NC,Stone Bridge High School,Ashburn,VA,0.38,2026,Drama and Dramatics/Theatre Arts,Computer and Information Sciences,200,220,4,14,9,24,13,380,320,710,330,390,710,280,370,710,2
test897,pass897,NE,Stone Bridge High School,Ashburn,VA,0.96,2024,French Language and Literature,Physical Sciences,790,560,34,13,6,36,22,230,430,570,660,570,360,430,220,210,7
test898,pass898,GA,Stone Bridge High School,Ashburn,VA,1.49,2020,Ceramic Arts and Ceramics,Sustainability Studies,690,240,35,25,18,9,22,800,420,470,350,270,410,720,360,690,10
test899,pass899,CA,Stone Bridge High School,Ashburn,VA,2.94,2021,Design and Visual Communications,Photography,650,540,23,28,18,9,20,310,680,560,610,440,310,310,520,530,6
test900,pass900,KS,Stone Bridge High School,Ashburn,VA,0.63,2022,Religion/Religious Studies,Fashion/Apparel Design,490,630,36,12,23,21,23,660,300,370,800,500,660,320,580,720,7
test901,pass901,NY,Sutton High School,Sutton,MA,3.27,2025,Sustainability Studies,Pharmacology,480,670,15,29,14,15,18,630,490,560,220,300,270,490,590,330,5
test902,pass902,MA,Sutton High School,Sutton,MA,2.92,2022,Chemistry,Engineering,340,630,3,28,4,11,12,560,630,590,730,610,790,530,220,600,8
test903,pass903,SD,Sutton High School,Sutton,MA,0.65,2020,Graphic Design,Athletic Training/Trainer,290,740,27,36,27,2,23,410,510,380,580,750,580,560,340,680,3
test904,pass904,CA,Sutton High School,Sutton,MA,0.52,2027,Music,English Language and Literature,490,440,33,31,1,21,22,310,690,800,430,360,580,750,440,270,7
test905,pass905,KY,Sutton High School,Sutton,MA,2.69,2027,Mathematics,Environmental Design/Architecture,410,630,8,27,19,8,16,730,760,730,350,450,300,600,430,470,10
test906,pass906,WA,Sutton High School,Sutton,MA,3.88,2024,Applied Mathematics,Drawing,670,570,17,7,29,36,22,290,460,420,680,690,300,660,670,510,6
test907,pass907,HI,Sutton High School,Sutton,MA,3.23,2025,Health Services/Allied Health/Health Sciences,Sustainability Studies,670,300,22,17,29,1,17,700,350,520,240,590,680,620,200,360,9
test908,pass908,MA,Sutton High School,Sutton,MA,3.96,2026,Biochemistry,Political Science and Government,650,650,31,9,13,10,16,460,750,200,370,360,540,730,580,260,10
test909,pass909,LA,Sutton High School,Sutton,MA,2.41,2026,Film/Cinema/Video Studies,Psychology,520,300,26,20,16,5,17,550,690,550,350,630,240,630,650,670,0
test910,pass910,MT,Sutton High School,Sutton,MA,0.73,2020,Drama and Dramatics/Theatre Arts,Graphic Communications,460,720,30,7,15,5,14,620,620,610,340,720,660,340,500,250,3
test911,pass911,NJ,The Gatton Academy,Bowling Green,KY,3.25,2021,Spanish Language and Literature,Economics,550,560,21,6,22,11,15,400,230,320,320,760,740,330,210,460,6
test912,pass912,UT,The Gatton Academy,Bowling Green,KY,2.64,2027,Design and Applied Arts,Film/Video and Photographic Arts,370,260,2,31,20,4,14,620,320,700,660,470,500,420,600,300,4
test913,pass913,WI,The Gatton Academy,Bowling Green,KY,2.77,2023,Design and Applied Arts,Geology/Earth Science,500,470,28,36,28,8,25,440,740,630,610,470,740,440,450,660,2
test914,pass914,OR,The Gatton Academy,Bowling Green,KY,1.94,2022,Linguistics,Photography,270,230,33,35,16,35,30,720,650,630,280,710,310,730,430,400,10
test915,pass915,AR,The Gatton Academy,Bowling Green,KY,1.74,2025,African-American/Black Studies,Registered Nursing/Registered Nurse,310,790,17,25,26,8,19,300,370,250,650,730,750,710,320,290,3
test916,pass916,CA,The Gatton Academy,Bowling Green,KY,2.2,2025,Environmental Studies,Design and Visual Communications,430,260,16,9,19,35,20,760,440,650,650,720,640,540,380,620,4
test917,pass917,IL,The Gatton Academy,Bowling Green,KY,2.54,2027,English Language and Literature,Polysomnography,540,400,30,35,33,25,31,520,570,400,560,210,410,750,650,680,10
test918,pass918,WY,The Gatton Academy,Bowling Green,KY,2.96,2028,Chemistry,Philosophy,400,460,1,30,16,2,12,350,280,290,740,740,470,320,470,210,1
test919,pass919,UT,The Gatton Academy,Bowling Green,KY,0.9,2028,Business Administration and Management,Sociology,310,600,30,8,28,3,17,530,290,650,230,220,590,590,240,540,1
test920,pass920,RI,The Gatton Academy,Bowling Green,KY,3.29,2024,Art Teacher Education,Digital Communication and Media/Multimedia,740,620,6,35,16,4,15,620,440,600,240,510,220,690,320,550,3
test921,pass921,NY,The Mississippi School for Mathematics and Science,Columbus,MS,2.18,2027,Drama and Dramatics/Theatre Arts,Italian Language and Literature,660,370,22,13,7,11,13,250,520,340,780,300,570,360,640,680,7
test922,pass922,WV,The Mississippi School for Mathematics and Science,Columbus,MS,0.53,2024,Creative Writing,Philosophy,550,290,19,35,19,14,22,430,770,720,770,280,230,430,780,280,6
test923,pass923,IL,The Mississippi School for Mathematics and Science,Columbus,MS,1.23,2026,Geology/Earth Science,Visual and Performing Arts,390,600,21,6,29,36,23,720,200,440,610,240,560,730,800,600,7
test924,pass924,FL,The Mississippi School for Mathematics and Science,Columbus,MS,3.1,2020,Art Teacher Education,Chemical and Biomolecular Engineering,400,590,21,21,6,28,19,350,520,250,270,420,320,310,270,420,5
test925,pass925,RI,The Mississippi School for Mathematics and Science,Columbus,MS,3.88,2023,Italian Language and Literature,Clinical Laboratory Science/Medical Technology/Technologist,600,720,26,28,5,11,18,670,410,720,310,220,240,450,590,550,3
test926,pass926,NM,The Mississippi School for Mathematics and Science,Columbus,MS,1.58,2025,Italian Language and Literature,Business Administration and Management,560,250,5,19,34,36,24,780,440,650,300,560,520,470,750,200,10
test927,pass927,UT,The Mississippi School for Mathematics and Science,Columbus,MS,2.9,2022,Art/Art Studies,Linguistics,590,370,29,12,29,3,18,760,360,670,280,690,510,640,260,470,6
test928,pass928,ID,The Mississippi School for Mathematics and Science,Columbus,MS,1.37,2027,Physics,Visual and Performing Arts,710,520,18,7,23,5,13,720,480,610,280,410,660,570,790,770,0
test929,pass929,DE,The Mississippi School for Mathematics and Science,Columbus,MS,3.01,2027,Computer Graphics,Fine Arts and Art Studies,390,600,30,33,22,7,23,590,270,450,520,570,330,650,410,340,1
test930,pass930,OR,The Mississippi School for Mathematics and Science,Columbus,MS,3.73,2022,Environmental Design/Architecture,Sustainability Studies,470,300,24,7,11,23,16,620,550,640,650,730,770,630,640,240,1
test931,pass931,MO,University High School,Normal,IL,0.17,2025,Ecology,Design and Visual Communications,750,660,14,3,4,17,10,330,490,400,230,210,580,290,760,800,1
test932,pass932,MN,University High School,Normal,IL,1.59,2020,Drawing,Drama and Dramatics/Theatre Arts,200,300,14,5,9,11,10,720,610,710,750,310,580,400,690,460,10
test933,pass933,LA,University High School,Normal,IL,0.25,2027,Photography,Creative Writing,300,500,20,12,31,33,24,400,720,570,590,440,500,340,750,690,3
test934,pass934,IN,University High School,Normal,IL,1.87,2028,Visual and Performing Arts,Religion/Religious Studies,490,500,18,14,14,24,18,410,680,760,550,390,520,740,370,270,4
